,label,spk1,spk2,duration1,duration2
110,1,en/clips/common_voice_en_22124253.wav,de/clips/common_voice_de_22009122.wav,1.944,4.008
111,1,en/clips/common_voice_en_22124224.wav,de/clips/common_voice_de_22009316.wav,2.568,1.944
112,1,en/clips/common_voice_en_22309413.wav,de/clips/common_voice_de_22309363.wav,1.632,1.968
113,1,en/clips/common_voice_en_22309415.wav,de/clips/common_voice_de_22309380.wav,1.8,1.896
114,1,en/clips/common_voice_en_22308784.wav,de/clips/common_voice_de_22308892.wav,2.544,2.184
115,1,en/clips/common_voice_en_22308796.wav,de/clips/common_voice_de_22308869.wav,2.544,2.616
116,1,en/clips/common_voice_en_22035493.wav,de/clips/common_voice_de_22035870.wav,2.208,2.088
117,1,en/clips/common_voice_en_22035485.wav,de/clips/common_voice_de_22035868.wav,3.936,2.592
118,1,en/clips/common_voice_en_22153414.wav,de/clips/common_voice_de_22152917.wav,1.488,3.024
119,1,en/clips/common_voice_en_22153420.wav,de/clips/common_voice_de_22152992.wav,2.112,1.848
120,1,en/clips/common_voice_en_22139646.wav,de/clips/common_voice_de_22139844.wav,2.112,2.16
121,1,en/clips/common_voice_en_22139648.wav,de/clips/common_voice_de_22139843.wav,2.232,1.896
122,1,en/clips/common_voice_en_21928049.wav,de/clips/common_voice_de_21928137.wav,2.184,2.064
123,1,en/clips/common_voice_en_21928043.wav,de/clips/common_voice_de_21928138.wav,2.256,2.256
124,1,en/clips/common_voice_en_22241022.wav,de/clips/common_voice_de_22241085.wav,4.44,1.416
125,1,en/clips/common_voice_en_22241023.wav,de/clips/common_voice_de_22241083.wav,2.256,1.608
126,1,en/clips/common_voice_en_21894675.wav,de/clips/common_voice_de_21894096.wav,2.64,2.256
127,1,en/clips/common_voice_en_21894673.wav,de/clips/common_voice_de_21894097.wav,1.848,2.544
128,1,en/clips/common_voice_en_21967982.wav,de/clips/common_voice_de_21967884.wav,2.832,2.184
129,1,en/clips/common_voice_en_21967980.wav,de/clips/common_voice_de_21967703.wav,2.472,2.88
130,1,en/clips/common_voice_en_22167982.wav,de/clips/common_voice_de_22268326.wav,2.664,2.04
131,1,en/clips/common_voice_en_22167979.wav,de/clips/common_voice_de_22268327.wav,3.696,1.8
132,1,en/clips/common_voice_en_22028109.wav,de/clips/common_voice_de_22028379.wav,2.64,2.28
133,1,en/clips/common_voice_en_22028110.wav,de/clips/common_voice_de_22028385.wav,2.616,2.448
134,1,en/clips/common_voice_en_22074339.wav,de/clips/common_voice_de_22074716.wav,3.264,3.48
135,1,en/clips/common_voice_en_22074343.wav,de/clips/common_voice_de_22074755.wav,2.4,1.464
136,1,en/clips/common_voice_en_21897857.wav,de/clips/common_voice_de_21904081.wav,1.567375,0.8881875
137,1,en/clips/common_voice_en_21897927.wav,de/clips/common_voice_de_21904084.wav,3.4220625,0.7575625
138,1,en/clips/common_voice_en_22092562.wav,de/clips/common_voice_de_22092187.wav,1.848,2.16
139,1,en/clips/common_voice_en_22092563.wav,de/clips/common_voice_de_22092182.wav,1.872,2.4
140,1,en/clips/common_voice_en_22302322.wav,de/clips/common_voice_de_22063198.wav,1.992,1.944
141,1,en/clips/common_voice_en_22302323.wav,de/clips/common_voice_de_22063197.wav,1.992,2.016
142,1,en/clips/common_voice_en_21950962.wav,de/clips/common_voice_de_21951338.wav,2.16,2.184
143,1,en/clips/common_voice_en_21951070.wav,de/clips/common_voice_de_21951360.wav,2.616,1.896
144,1,en/clips/common_voice_en_22111406.wav,de/clips/common_voice_de_22110778.wav,3.024,3.888
145,1,en/clips/common_voice_en_22111409.wav,de/clips/common_voice_de_22110867.wav,2.376,2.376
146,1,en/clips/common_voice_en_22208960.wav,de/clips/common_voice_de_22208870.wav,1.584,1.704
147,1,en/clips/common_voice_en_22208962.wav,de/clips/common_voice_de_22208853.wav,1.416,2.472
148,1,en/clips/common_voice_en_22040149.wav,de/clips/common_voice_de_22040072.wav,1.704,1.848
149,1,en/clips/common_voice_en_22040147.wav,de/clips/common_voice_de_22040058.wav,1.704,1.872
150,1,en/clips/common_voice_en_22010567.wav,de/clips/common_voice_de_22010513.wav,1.8,2.208
151,1,en/clips/common_voice_en_22010568.wav,de/clips/common_voice_de_22010512.wav,1.944,2.112
152,0,en/clips/common_voice_en_22175708.wav,de/clips/common_voice_de_22354135.wav,2.184,2.232
153,0,en/clips/common_voice_en_22175710.wav,de/clips/common_voice_de_21954422.wav,2.016,1.704
154,0,en/clips/common_voice_en_22155320.wav,de/clips/common_voice_de_22080393.wav,2.616,1.968
155,0,en/clips/common_voice_en_22155316.wav,de/clips/common_voice_de_22203571.wav,2.4,2.784
156,0,en/clips/common_voice_en_21953045.wav,de/clips/common_voice_de_22096294.wav,2.256,1.488
157,0,en/clips/common_voice_en_21953042.wav,de/clips/common_voice_de_22089114.wav,1.992,2.208
158,0,en/clips/common_voice_en_21912617.wav,de/clips/common_voice_de_22107520.wav,2.304,1.68
159,0,en/clips/common_voice_en_21912589.wav,de/clips/common_voice_de_21894612.wav,2.472,1.992
160,0,en/clips/common_voice_en_21986291.wav,de/clips/common_voice_de_21966750.wav,2.088,2.256
161,0,en/clips/common_voice_en_21986279.wav,de/clips/common_voice_de_22427600.wav,3.48,2.472
162,0,en/clips/common_voice_en_22123548.wav,de/clips/common_voice_de_22165153.wav,2.064,2.064
163,0,en/clips/common_voice_en_22123552.wav,de/clips/common_voice_de_22567812.wav,2.616,2.976
164,0,en/clips/common_voice_en_21916097.wav,de/clips/common_voice_de_22029260.wav,2.544,2.064
165,0,en/clips/common_voice_en_21916114.wav,de/clips/common_voice_de_21981824.wav,2.928,2.184
166,0,en/clips/common_voice_en_22120036.wav,de/clips/common_voice_de_22010512.wav,2.616,2.112
167,0,en/clips/common_voice_en_22120031.wav,de/clips/common_voice_de_22084949.wav,2.736,2.568
168,0,en/clips/common_voice_en_21975209.wav,de/clips/common_voice_de_22188053.wav,1.296,1.944
169,0,en/clips/common_voice_en_21975233.wav,de/clips/common_voice_de_22033188.wav,1.392,3.816
170,0,en/clips/common_voice_en_22160611.wav,de/clips/common_voice_de_22697619.wav,2.256,4.296
171,0,en/clips/common_voice_en_22160612.wav,de/clips/common_voice_de_23879336.wav,2.064,2.088
172,0,en/clips/common_voice_en_21970902.wav,de/clips/common_voice_de_21972768.wav,2.064,2.112
173,0,en/clips/common_voice_en_21970864.wav,de/clips/common_voice_de_21985850.wav,2.016,4.848
174,0,en/clips/common_voice_en_22117745.wav,de/clips/common_voice_de_22112711.wav,2.184,1.8
175,0,en/clips/common_voice_en_22117743.wav,de/clips/common_voice_de_22219188.wav,2.472,3.24
176,0,en/clips/common_voice_en_21894655.wav,de/clips/common_voice_de_22187616.wav,2.256,7.104
177,0,en/clips/common_voice_en_21894646.wav,de/clips/common_voice_de_22252214.wav,1.968,2.256
178,0,en/clips/common_voice_en_21958068.wav,de/clips/common_voice_de_22488929.wav,2.04,2.544
179,0,en/clips/common_voice_en_21958069.wav,de/clips/common_voice_de_21945922.wav,2.016,2.736
180,0,en/clips/common_voice_en_21906664.wav,de/clips/common_voice_de_22197904.wav,1.752,2.4
181,0,en/clips/common_voice_en_21906609.wav,de/clips/common_voice_de_21967820.wav,1.776,2.088
182,0,en/clips/common_voice_en_22220006.wav,de/clips/common_voice_de_22370410.wav,2.232,2.688
183,0,en/clips/common_voice_en_22220025.wav,de/clips/common_voice_de_22035917.wav,1.872,2.352
184,0,en/clips/common_voice_en_21948905.wav,de/clips/common_voice_de_21955543.wav,3.6,3.144
185,0,en/clips/common_voice_en_21948909.wav,de/clips/common_voice_de_21955795.wav,2.328,2.424
186,0,en/clips/common_voice_en_21917461.wav,de/clips/common_voice_de_22521528.wav,1.536,1.824
187,0,en/clips/common_voice_en_21917462.wav,de/clips/common_voice_de_22599127.wav,1.464,1.201625
188,0,en/clips/common_voice_en_21928163.wav,de/clips/common_voice_de_22114228.wav,2.568,2.544
189,0,en/clips/common_voice_en_21928126.wav,de/clips/common_voice_de_22203456.wav,2.16,2.592
190,0,en/clips/common_voice_en_21953459.wav,de/clips/common_voice_de_22212225.wav,1.752,2.88
191,0,en/clips/common_voice_en_21953458.wav,de/clips/common_voice_de_22114225.wav,1.776,2.424
192,0,en/clips/common_voice_en_22095521.wav,de/clips/common_voice_de_22113928.wav,1.944,2.472
193,0,en/clips/common_voice_en_22095522.wav,de/clips/common_voice_de_22473200.wav,1.92,4.368
194,0,en/clips/common_voice_en_22129111.wav,de/clips/common_voice_de_22188051.wav,2.352,3.168
195,0,en/clips/common_voice_en_22129108.wav,de/clips/common_voice_de_22373959.wav,1.848,2.04
196,0,en/clips/common_voice_en_22321699.wav,de/clips/common_voice_de_22224857.wav,1.536,2.856
197,0,en/clips/common_voice_en_22321697.wav,de/clips/common_voice_de_22092069.wav,1.536,1.944
198,0,en/clips/common_voice_en_22117324.wav,de/clips/common_voice_de_21951724.wav,1.944,1.824
199,0,en/clips/common_voice_en_22117323.wav,de/clips/common_voice_de_22067512.wav,1.944,3.144
200,0,en/clips/common_voice_en_22268779.wav,de/clips/common_voice_de_22309819.wav,2.112,2.232
201,0,en/clips/common_voice_en_22269297.wav,de/clips/common_voice_de_22096254.wav,2.064,1.584
202,0,en/clips/common_voice_en_21959004.wav,de/clips/common_voice_de_22135954.wav,2.184,2.736
203,0,en/clips/common_voice_en_21959009.wav,de/clips/common_voice_de_21900709.wav,2.064,1.92
204,0,en/clips/common_voice_en_21912155.wav,de/clips/common_voice_de_22168587.wav,1.896,2.232
205,0,en/clips/common_voice_en_21912154.wav,de/clips/common_voice_de_21951991.wav,1.896,2.112
206,0,en/clips/common_voice_en_21925153.wav,de/clips/common_voice_de_22299094.wav,2.04,4.392
207,0,en/clips/common_voice_en_21925176.wav,de/clips/common_voice_de_22215323.wav,1.8,3.696
208,0,en/clips/common_voice_en_21981028.wav,de/clips/common_voice_de_22085215.wav,2.472,8.928
209,0,en/clips/common_voice_en_21981017.wav,de/clips/common_voice_de_22200786.wav,3.072,2.52
210,0,en/clips/common_voice_en_22033648.wav,de/clips/common_voice_de_22187656.wav,2.424,2.496
211,0,en/clips/common_voice_en_22033650.wav,de/clips/common_voice_de_22218267.wav,2.568,9.768
212,0,en/clips/common_voice_en_22135665.wav,de/clips/common_voice_de_22380907.wav,2.304,2.28
213,0,en/clips/common_voice_en_22135663.wav,de/clips/common_voice_de_22222884.wav,2.52,2.28
214,0,en/clips/common_voice_en_22070088.wav,de/clips/common_voice_de_22359985.wav,2.352,2.136
215,0,en/clips/common_voice_en_22070087.wav,de/clips/common_voice_de_21974908.wav,3.672,2.688
216,0,en/clips/common_voice_en_22176088.wav,de/clips/common_voice_de_22263449.wav,1.704,1.896
217,0,en/clips/common_voice_en_22176085.wav,de/clips/common_voice_de_23875849.wav,1.704,3.528
218,0,en/clips/common_voice_en_22071898.wav,de/clips/common_voice_de_22076904.wav,1.92,2.4
219,0,en/clips/common_voice_en_22071896.wav,de/clips/common_voice_de_22008659.wav,2.112,2.304
220,0,en/clips/common_voice_en_22018959.wav,de/clips/common_voice_de_22477024.wav,1.848,2.376
221,0,en/clips/common_voice_en_22018956.wav,de/clips/common_voice_de_22007859.wav,1.968,2.664
222,0,en/clips/common_voice_en_22077533.wav,de/clips/common_voice_de_21956623.wav,2.376,1.728
223,0,en/clips/common_voice_en_22077458.wav,de/clips/common_voice_de_22158137.wav,3.552,2.352
224,0,en/clips/common_voice_en_22267338.wav,de/clips/common_voice_de_22115323.wav,2.304,5.496
225,0,en/clips/common_voice_en_22267070.wav,de/clips/common_voice_de_21936187.wav,2.592,2.856
226,0,en/clips/common_voice_en_22076731.wav,de/clips/common_voice_de_22190003.wav,1.896,1.656
227,0,en/clips/common_voice_en_22076728.wav,de/clips/common_voice_de_21897372.wav,2.232,2.016
228,0,en/clips/common_voice_en_21947408.wav,de/clips/common_voice_de_23876507.wav,2.328,1.632
229,0,en/clips/common_voice_en_21947407.wav,de/clips/common_voice_de_22151502.wav,3.168,2.256
230,0,en/clips/common_voice_en_21895934.wav,de/clips/common_voice_de_22508698.wav,2.690625,2.184
231,0,en/clips/common_voice_en_21895935.wav,de/clips/common_voice_de_22440779.wav,2.8735,2.016
232,0,en/clips/common_voice_en_21928184.wav,de/clips/common_voice_de_22193056.wav,1.704,2.352
233,0,en/clips/common_voice_en_21928185.wav,de/clips/common_voice_de_22075176.wav,1.944,2.448
234,0,en/clips/common_voice_en_22138367.wav,de/clips/common_voice_de_22119149.wav,3.864,2.928
235,0,en/clips/common_voice_en_22138363.wav,de/clips/common_voice_de_22462334.wav,4.416,2.136
236,0,en/clips/common_voice_en_22231766.wav,de/clips/common_voice_de_22217656.wav,2.712,2.04
237,0,en/clips/common_voice_en_22231897.wav,de/clips/common_voice_de_22042408.wav,2.832,2.064
238,0,en/clips/common_voice_en_22077809.wav,de/clips/common_voice_de_22432530.wav,2.304,3.864
239,0,en/clips/common_voice_en_22077811.wav,de/clips/common_voice_de_21957550.wav,2.304,2.184
240,0,en/clips/common_voice_en_21987301.wav,de/clips/common_voice_de_22136509.wav,2.712,3.432
241,0,en/clips/common_voice_en_21987341.wav,de/clips/common_voice_de_22008641.wav,2.616,1.824
242,0,en/clips/common_voice_en_22027729.wav,de/clips/common_voice_de_22198876.wav,2.376,2.208
243,0,en/clips/common_voice_en_22027737.wav,de/clips/common_voice_de_21958878.wav,2.568,2.808
244,0,en/clips/common_voice_en_21896218.wav,de/clips/common_voice_de_22697675.wav,1.128,2.184
245,0,en/clips/common_voice_en_21896219.wav,de/clips/common_voice_de_22062494.wav,1.296,2.736
246,0,en/clips/common_voice_en_22296012.wav,de/clips/common_voice_de_22070935.wav,3.936,1.872
247,0,en/clips/common_voice_en_22296009.wav,de/clips/common_voice_de_22220664.wav,3.576,3.504
248,0,en/clips/common_voice_en_21935864.wav,de/clips/common_voice_de_22446415.wav,2.016,2.784
249,0,en/clips/common_voice_en_21935869.wav,de/clips/common_voice_de_22034496.wav,2.856,2.376
250,0,en/clips/common_voice_en_21934828.wav,de/clips/common_voice_de_22169193.wav,1.824,2.28
251,0,en/clips/common_voice_en_21934837.wav,de/clips/common_voice_de_21981736.wav,1.608,2.856
252,0,en/clips/common_voice_en_21981606.wav,de/clips/common_voice_de_22432533.wav,1.68,3.264
253,0,en/clips/common_voice_en_21981776.wav,de/clips/common_voice_de_22085387.wav,1.776,2.976
254,0,en/clips/common_voice_en_22247640.wav,de/clips/common_voice_de_22040715.wav,7.368,3.312
255,0,en/clips/common_voice_en_22247687.wav,de/clips/common_voice_de_22162584.wav,1.872,2.472
256,0,en/clips/common_voice_en_21932347.wav,de/clips/common_voice_de_22088132.wav,1.896,1.608
257,0,en/clips/common_voice_en_21932346.wav,de/clips/common_voice_de_21934307.wav,1.896,1.410625
258,0,en/clips/common_voice_en_22317633.wav,de/clips/common_voice_de_23901182.wav,2.304,2.016
259,0,en/clips/common_voice_en_22317651.wav,de/clips/common_voice_de_23881017.wav,2.184,1.776
260,0,en/clips/common_voice_en_21935745.wav,de/clips/common_voice_de_22156621.wav,1.872,3.96
261,0,en/clips/common_voice_en_21935744.wav,de/clips/common_voice_de_23875367.wav,1.896,2.016
262,0,en/clips/common_voice_en_22124247.wav,de/clips/common_voice_de_22011202.wav,2.256,1.848
263,0,en/clips/common_voice_en_22124250.wav,de/clips/common_voice_de_21958784.wav,2.352,5.352
264,0,en/clips/common_voice_en_22309413.wav,de/clips/common_voice_de_21934305.wav,1.632,1.8808125
265,0,en/clips/common_voice_en_22309415.wav,de/clips/common_voice_de_21965386.wav,1.8,1.968
266,0,en/clips/common_voice_en_22308784.wav,de/clips/common_voice_de_22390212.wav,2.544,2.496
267,0,en/clips/common_voice_en_22308796.wav,de/clips/common_voice_de_22143508.wav,2.544,2.448
268,0,en/clips/common_voice_en_22035488.wav,de/clips/common_voice_de_22231931.wav,2.376,2.832
269,0,en/clips/common_voice_en_22035491.wav,de/clips/common_voice_de_22126851.wav,2.04,2.4
270,0,en/clips/common_voice_en_22153415.wav,de/clips/common_voice_de_22309841.wav,1.68,2.592
271,0,en/clips/common_voice_en_22153417.wav,de/clips/common_voice_de_21981456.wav,1.824,2.04
272,0,en/clips/common_voice_en_22139649.wav,de/clips/common_voice_de_22066302.wav,2.112,2.256
273,0,en/clips/common_voice_en_22139650.wav,de/clips/common_voice_de_22196573.wav,2.088,4.176
274,0,en/clips/common_voice_en_21928051.wav,de/clips/common_voice_de_22235615.wav,2.136,2.784
275,0,en/clips/common_voice_en_21928042.wav,de/clips/common_voice_de_22282670.wav,2.256,2.568
276,0,en/clips/common_voice_en_22241025.wav,de/clips/common_voice_de_22109490.wav,1.704,1.464
277,0,en/clips/common_voice_en_22241026.wav,de/clips/common_voice_de_22201964.wav,2.16,2.232
